"State_FIPS_Code","County_FIPS_Code","CHSI_County_Name","CHSI_State_Name","CHSI_State_Abbr","Strata_ID_Number","No_Exercise","CI_Min_No_Exercise","CI_Max_No_Exercise","Few_Fruit_Veg","CI_Min_Fruit_Veg","CI_Max_Fruit_Veg","Obesity","Relative_Obesity","Obesity_Indicator","CI_Min_Obesity","CI_Max_Obesity","CI_Length_Obesity","Relative_CI_Length_Obesity","High_Blood_Pres","CI_Min_High_Blood_Pres","CI_Max_High_Blood_Pres","Smoker","CI_Min_Smoker","CI_Max_Smoker","Diabetes","CI_Min_Diabetes","CI_Max_Diabetes","Uninsured","Elderly_Medicare","Disabled_Medicare","Elderly_Disabled_Medicare_Ratio","Prim_Care_Phys_Rate","Prim_Care_Phys_PCT","Dentist_Rate","Community_Health_Center_Ind","HPSA_Ind"
"02","150","Kodiak Island","Alaska","AK","78","","","","","","","","","","","","","","","","","","","","","","","2491","382","34","11.235294117647058","91.9","0.09190000000000001","61.3","1","2"
"02","164","Lake and Peninsula","Alaska","AK","83","","","","","","","","","","","","","","","","","","","","","","","395","","","","0","0","0","1","1"
"02","170","Matanuska-Susitna","Alaska","AK","77","","","","","","","","","","","","","","","","","","","","","","","9561","3977","1006","3.9532803180914513","46","0.046","32.9","1","2"
"02","180","Nome","Alaska","AK","83","","","","","","","","","","","","","","","","","","","","","","","1795","496","69","7.188405797101449","53.6","0.0536","64.3","1","1"
"02","185","North Slope","Alaska","AK","80","","","","","","","","","","","","","","","","","","","","","","","1202","298","62","4.806451612903226","57.8","0.0578","43.3","1","1"
"02","188","Northwest Arctic","Alaska","AK","83","","","","","","","","","","","","","","","","","","","","","","","1291","348","51","6.823529411764706","39.4","0.0394","39.4","1","1"
"02","201","Prince of Wales-Outer Ketchikan","Alaska","AK","80","","","","","","","","","","","","","","","","","","","","","","","1176","401","74","5.418918918918919","35.3","0.0353","53","1","1"
"02","220","Sitka","Alaska","AK","78","","","","","","","","","","","","","","","","","","","","","","","1093","749","94","7.968085106382978","189.2","0.18919999999999998","77.9","1","2"
"02","232","Skagway-Hoonah-Angoon","Alaska","AK","80","","","","","","","","","","","","","","","","","","","","","","","598","322","69","4.666666666666667","0","0","0","1","1"
"02","240","Southeast Fairbanks","Alaska","AK","80","","","","","","","","","","","","","","","","","","","","","","","1306","451","85","5.305882352941176","30.2","0.030199999999999998","60.5","2","1"
"02","261","Valdez-Cordova","Alaska","AK","78","","","","","","","","","","","","","","","","","","","","","","","1551","634","114","5.56140350877193","50.5","0.0505","30.3","1","2"
"02","270","Wade Hampton","Alaska","AK","88","","","","","","","","","","","","","","","","","","","","","","","2244","378","50","7.56","0","0","0","1","2"
"02","280","Wrangell-Petersburg","Alaska","AK","78","","","","","","","","","","","","","","","","","","","","","","","1015","631","97","6.505154639175258","96.1","0.09609999999999999","64.1","1","2"
"02","282","Yakutat","Alaska","AK","78","","","","","","","","","","","","","","","","","","","","","","","114","","","","0","0","0","1","1"
"02","290","Yukon-Koyukuk","Alaska","AK","83","","","","","","","","","","","","","","","","","","","","","","","1300","493","71","6.943661971830986","16.3","0.016300000000000002","16.3","1","1"
"04","001","Apache","Arizona","AZ","77","22.6","18.3","26.9","64.6","58.1","71.1","24.6","1.0188365124797731","1","20","29.3","9.3","0.8015159793994225","18.4","12.2","24.5","14.3","10","18.7","7.5","4","11","17218","5982","1204","4.96843853820598","51.9","0.0519","23.1","1","2"
"04","003","Cochise","Arizona","AZ","7","22.8","20.3","25.4","72.7","68.7","76.6","23.8","0.9857036177649837","0","21","26.7","5.699999999999999","0.49125172930932337","26","21.8","30.2","20.2","17.4","22.9","9.1","7.4","10.8","23944","17099","2795","6.1177101967799645","42","0.042","28.5","1","2"
"04","005","Coconino","Arizona","AZ","77","14.8","12.7","16.9","71","67.8","74.3","16.5","0.6833659534925307","0","14.3","18.7","4.399999999999999","0.379211861221232","17.2","14.1","20.3","19.6","17.1","22.1","4.2","3.1","5.3","22678","11990","2218","5.405770964833183","87.2","0.0872","58.9","1","2"
"04","007","Gila","Arizona","AZ","36","32.7","26.6","38.9","74.2","68.4","80","24.5","1.0146949006404244","1","19.5","29.6","10.100000000000001","0.8704635905305558","34.5","25.3","43.7","25.6","20.3","30.9","8.8","5.6","11.9","10361","9981","1679","5.944609886837403","75.5","0.0755","27.1","2","2"
"04","009","Graham","Arizona","AZ","51","25.8","20.1","31.5","79.4","73.1","85.7","23.8","0.9857036177649837","0","17.8","29.8","12","1.0342141669669969","24.9","16.5","33.3","16.1","10.6","21.6","10.9","6.4","15.3","6343","3726","687","5.423580786026201","36.3","0.0363","42.3","1","1"
"04","011","Greenlee","Arizona","AZ","78","","","","","","","","","","","","","","","","","","","","5","1.5","8.6","1082","907","160","5.66875","39.9","0.0399","13.3","1","1"
